run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
SRR21524970	PP_000UABD	PP_000UABD.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797805	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2443042	737798684	2022-09-13	SRR21524970
SRR21524983	PP_000UACB	PP_000UACB.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797793	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1998695	603605890	2022-09-13	SRR21524983
SRR21524984	PP_000UAD9	PP_000UAD9.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797792	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1444290	436175580	2022-09-13	SRR21524984
SRR21524962	PP_000UAE7	PP_000UAE7.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797788	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2022181	610698662	2022-09-13	SRR21524962
SRR21524985	PP_000UAF5	PP_000UAF5.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797791	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	697059	210511818	2022-09-13	SRR21524985
SRR21524966	PP_000UAG3	PP_000UAG3.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797784	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2302998	695505396	2022-09-13	SRR21524966
SRR21524964	PP_000UAH0	PP_000UAH0.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797786	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2323025	701553550	2022-09-13	SRR21524964
SRR21524978	PP_000UAJY	PP_000UAJY.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797798	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2087610	630458220	2022-09-13	SRR21524978
SRR21524967	PP_000UAKW	PP_000UAKW.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797808	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2736254	826348708	2022-09-13	SRR21524967
SRR21524969	PP_000UALU	PP_000UALU.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797806	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	6053658	1828204716	2022-09-13	SRR21524969
SRR21524977	PP_000UAMS	PP_000UAMS.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797799	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1676338	506254076	2022-09-13	SRR21524977
SRR21524981	PP_000UANQ	PP_000UANQ.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797795	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2131835	643814170	2022-09-13	SRR21524981
SRR21524963	PP_000UAPN	PP_000UAPN.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797787	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3286284	992457768	2022-09-13	SRR21524963
SRR21524974	PP_000UAQL	PP_000UAQL.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797801	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1631006	492563812	2022-09-13	SRR21524974
SRR21524986	PP_000UARJ	PP_000UARJ.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797782	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3652438	1103036276	2022-09-13	SRR21524986
SRR21524961	PP_000UASG	PP_000UASG.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797789	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1483527	448025154	2022-09-13	SRR21524961
SRR21524972	PP_000UATE	PP_000UATE.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797803	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2246177	678345454	2022-09-13	SRR21524972
SRR21524960	PP_000UAUC	PP_000UAUC.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797790	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1848435	558227370	2022-09-13	SRR21524960
SRR21524976	PP_000UAVA	PP_000UAVA.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797800	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2120251	640315802	2022-09-13	SRR21524976
SRR21524987	PP_000UAW8	PP_000UAW8.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797781	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3222047	973058194	2022-09-13	SRR21524987
SRR21524968	PP_000UAX6	PP_000UAX6.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797807	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	5335789	1611408278	2022-09-13	SRR21524968
SRR21524971	PP_000UAY4	PP_000UAY4.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797804	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	678612	204940824	2022-09-13	SRR21524971
SRR21524982	PP_000UAZ2	PP_000UAZ2.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797794	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2598803	784838506	2022-09-13	SRR21524982
SRR20913436	PP_000UJ0T	PP_000UJ0T.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30174639	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	7310753	2207847406	2022-08-11	SRR20913436
SRR21236090	PP_000ULV0	PP_000ULV0.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526450	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	2458465	742456430	2022-08-28	SRR21236090
SRR20913441	PP_000ULWY	PP_000ULWY.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30174645	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	5125297	1547839694	2022-08-11	SRR20913441
SRR21598457	PP_000ULXW	PP_000ULXW.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30879562	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1760839	531773378	2022-09-19	SRR21598457
SRR21236093	PP_000ULYU	PP_000ULYU.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-07	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526447	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	897611	271078522	2022-08-28	SRR21236093
SRR21236113	PP_000ULZS	PP_000ULZS.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	OH	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526429	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1944669	587290038	2022-08-28	SRR21236113
SRR21236117	PP_000UM0Q	PP_000UM0Q.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526425	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1581203	477523306	2022-08-28	SRR21236117
SRR21236107	PP_000UM1N	PP_000UM1N.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526434	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1411752	426349104	2022-08-28	SRR21236107
SRR21236097	PP_000UM2L	PP_000UM2L.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30526443	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1174587	354725274	2022-08-28	SRR21236097
SRR21524980	PP_000UM3J	PP_000UM3J.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797796	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1052879	317969458	2022-09-13	SRR21524980
SRR21524973	PP_000UM4G	PP_000UM4G.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797802	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1460352	441026304	2022-09-13	SRR21524973
SRR21524975	PP_000UM5E	PP_000UM5E.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797783	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	3987765	1204305030	2022-09-13	SRR21524975
SRR21524979	PP_000UM6C	PP_000UM6C.2	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	UW Virology, Laboratory Medicine	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-08	2025-02-03	Monkeypox virus					PRJNA862948	SAMN30797797	GENOMIC	Targeted-Capture	RANDOM PCR	ILLUMINA	NextSeq 2000	1216497	367382094	2022-09-13	SRR21524979
SRR21677080	PP_000UM7A	PP_000UM7A.2	Gigante, C. M.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S. L.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876722	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	343830	86270212	2022-09-24	SRR21677080
SRR21677088	PP_000UM88	PP_000UM88.2	Gigante, C. M.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S. L.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876720	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	287427	67920790	2022-09-24	SRR21677088
SRR21677082	PP_000UM96	PP_000UM96.2	Gigante, C. M.; Goldoft, M.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Holshue, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	WA	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876723	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	136520	37552268	2022-09-24	SRR21677082
SRR21677049	PP_000UMB2	PP_000UMB2.2	Gigante, C. M.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876718	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	380856	110241359	2022-09-24	SRR21677049
SRR21677009	PP_000UMC0	PP_000UMC0.2	Gigante, C. M.; Buttery, E.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Raman, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NV	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876713	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	85186	23093897	2022-09-24	SRR21677009
SRR21677050	PP_000UMDY	PP_000UMDY.2	Gigante, C. M.; Buttery, E.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Raman, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NV	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876712	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	97321	27347345	2022-09-24	SRR21677050
SRR21677079	PP_000UMEW	PP_000UMEW.2	Gigante, C. M.; Kubin, G.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S. L.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TX	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876721	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	41211	11760574	2022-09-24	SRR21677079
SRR21677090	PP_000UMFU	PP_000UMFU.2	Gigante, C. M.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876719	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	306587	87343386	2022-09-24	SRR21677090
SRR21677005	PP_000UMHP	PP_000UMHP.2	Gigante, C. M.; Ghinai, I.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Kerins, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	IL	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876703	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	967793	264513784	2022-09-24	SRR21677005
SRR21677081	PP_000UMJM	PP_000UMJM.2	Gigante, C. M.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876716	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	924021	243294081	2022-09-24	SRR21677081
SRR21677086	PP_000UMKK	PP_000UMKK.2	Gigante, C. M.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Dunn, J.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	TN	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876717	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	349492	97371771	2022-09-24	SRR21677086
SRR21677012	PP_000UMLH	PP_000UMLH.2	Gigante, C. M.; Xia, D.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Plipat, N.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	PA	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876714	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	145858	36816750	2022-09-24	SRR21677012
SRR21677083	PP_000UMMF	PP_000UMMF.2	Gigante, C. M.; Epie, N.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Perez, T.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	SC	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876715	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	2865896	821823758	2022-09-24	SRR21677083
SRR21677003	PP_000UMND	PP_000UMND.2	Gigante, C. M.; Acheampong, E.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; McDermott, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NJ	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876710	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	51530	12800871	2022-09-24	SRR21677003
SRR21677014	PP_000UMPB	PP_000UMPB.2	Gigante, C. M.; Acheampong, E.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; McDermott, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NJ	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876711	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	403040	106176752	2022-09-24	SRR21677014
SRR21677089	PP_000UMQ9	PP_000UMQ9.2	Gigante, C. M.; Acheampong, E.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; McDermott, D.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NJ	2022-06	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876709	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	80619	23726967	2022-09-24	SRR21677089
SRR21677013	PP_000UMR7	PP_000UMR7.2	Gigante, C. M.; Pettit, D.; Zhao, H.; Batra, D.; Hetrick, E. E.; Howard, D. T.; Kovar, L.; Seabolt, M. H.; Weigand, M. R.; Burroughs, M.; Lee, J.; Wilkins, K.; McCollum, A.; Hutson, C.; Davidson, W.; Rao, A.; Deutsch-Feldman, M.; Li, Y.	CDC, DHCPP-PRB	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	USA	NC	2022-07	2025-02-03	Monkeypox virus					PRJNA849962	SAMN30876708	METAGENOMIC	WGS	RANDOM	ILLUMINA	Illumina NovaSeq 6000	203673	58928433	2022-09-24	SRR21677013
